Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Number_of_Layers,Film_Thickness_nm
4299.2,104.3,15.23,27.22,5.53,54.7,226.7,97.2,3,39.96
4529.8,82.1,12.12,54.98,4.96,34.3,297.1,65.7,7,56.79
2454.6,76.3,10.36,21.99,4.63,10.6,281.6,29.5,5,52.09
3950.9,51.9,12.32,41.19,4.97,61.1,472.7,80.8,4,19.74
4128.8,112.9,12.14,22.54,5.73,83.6,161.6,97.2,2,35.2
1888.1,53.1,29.66,47.8,9.47,16.2,213.9,72.6,9,443.37
4681.6,103.5,21.65,57.43,9.17,76.3,457.3,102.1,7,77.61
924.5,109.6,16.01,53.24,4.58,67.1,205.5,50.2,4,97.37
4974.2,68.3,14.03,34.87,3.89,53.1,171.7,110.5,8,85.78
3965.4,109.4,32.0,29.48,12.57,14.4,199.1,81.3,10,539.17
919.7,47.7,6.88,24.84,2.3,93.1,460.8,98.3,8,28.52
3453.0,85.8,21.39,54.94,8.18,53.0,212.7,40.0,10,252.76
653.8,28.8,22.78,23.24,8.29,46.0,215.8,59.1,5,350.15
3965.8,67.4,23.09,45.15,9.04,87.5,253.6,110.1,4,96.43
4096.5,41.7,28.12,34.69,13.4,86.1,487.9,15.6,9,207.13
3210.8,26.3,18.94,59.83,9.73,75.5,240.2,54.4,7,196.36
4355.9,20.4,40.18,40.35,14.63,84.6,165.9,95.8,7,510.84
940.5,52.5,24.45,41.95,13.2,21.2,557.6,91.8,7,210.08
1741.7,79.0,11.8,56.72,4.01,78.5,544.3,103.7,10,46.89
2363.8,65.5,11.36,58.79,4.38,39.5,233.2,91.3,7,84.36
691.1,50.2,15.88,43.35,5.83,88.1,269.4,114.2,9,303.66
2517.0,119.1,13.49,51.85,6.48,43.3,234.9,64.8,1,19.07
1693.5,114.0,23.16,45.39,8.74,14.9,473.8,78.7,8,172.87
2267.3,32.6,12.4,37.1,4.26,47.3,262.5,103.2,4,42.06
2413.0,61.5,19.74,22.29,4.11,78.1,569.2,87.2,2,8.8
4457.4,84.9,16.97,48.71,6.34,55.1,522.4,21.2,3,21.9
1716.5,93.3,29.98,48.01,10.41,78.7,414.8,50.4,9,272.36
4521.8,56.6,21.96,24.67,10.63,13.2,154.0,70.8,9,363.02
2416.9,94.6,38.79,29.2,14.67,25.9,547.7,93.0,4,97.08
1975.1,32.4,11.5,49.29,3.83,60.7,477.5,69.8,2,10.41
2761.3,53.2,17.76,25.99,6.5,44.7,504.6,95.5,5,42.53
2379.8,91.6,36.21,47.64,14.51,71.2,182.3,102.1,4,335.59
1658.2,82.6,31.64,48.72,10.66,96.6,468.9,39.2,5,141.93
2762.1,103.7,24.14,34.13,9.29,69.4,512.1,77.8,8,101.99
1183.1,24.7,19.32,30.33,8.56,47.6,580.5,71.3,4,56.84
2083.7,37.4,4.88,34.92,2.06,58.8,411.2,35.0,2,4.83
3046.1,24.8,35.52,34.37,13.51,92.2,378.6,63.9,2,67.26
2360.3,39.2,25.78,44.28,9.76,70.6,341.4,70.3,7,185.46
4207.6,20.4,18.12,49.75,9.0,82.3,465.6,99.9,2,22.76
1655.2,70.4,23.22,54.47,8.55,37.1,564.4,60.7,3,38.87
4864.0,72.8,13.67,21.2,6.49,77.0,419.9,18.9,9,73.22
4031.2,85.8,13.81,49.06,4.57,22.5,252.3,63.6,1,10.01
4854.2,58.5,26.2,32.57,11.57,77.5,157.9,102.2,7,305.75
4271.6,20.3,19.86,53.55,8.13,89.3,428.6,72.8,1,12.38
1139.5,87.4,3.76,23.03,1.48,91.0,539.1,45.1,10,13.64
2869.1,25.4,21.71,42.05,6.59,20.5,179.7,111.3,8,226.52
1264.9,106.6,35.41,41.95,14.0,84.7,328.9,27.1,9,538.97
4182.0,22.3,20.12,33.06,6.23,19.9,573.0,46.0,7,43.74
3128.7,73.0,26.29,58.81,6.79,53.1,375.8,58.1,5,73.12
1685.5,109.5,24.53,24.28,9.74,71.4,249.3,91.2,10,442.95
4683.2,77.2,34.62,25.46,12.22,53.6,309.1,101.9,8,261.41
1018.3,80.8,23.73,45.77,10.36,40.6,333.7,16.4,1,48.7
3037.4,88.2,35.44,40.57,12.9,71.5,202.8,97.1,6,370.17
3744.7,32.2,5.55,30.58,2.6,69.5,447.4,89.3,6,10.8
764.8,87.5,34.02,32.17,13.94,62.5,416.5,108.4,3,203.34
3190.4,108.0,35.02,26.28,13.65,57.6,441.5,109.0,5,146.03
4171.6,117.4,23.1,54.71,8.27,73.5,424.9,95.5,10,133.53
803.9,64.3,20.6,42.78,9.75,46.3,157.5,30.9,1,81.02
2805.1,54.5,8.55,29.79,3.98,16.2,228.5,44.5,10,94.71
1663.5,95.3,20.56,35.74,7.27,58.4,224.5,113.0,8,257.75
3483.2,74.3,9.72,56.27,3.84,75.1,194.1,75.8,2,17.29
1034.0,45.7,1.0,55.47,1.31,36.9,481.0,69.3,4,3.0
4716.7,37.2,35.67,22.76,14.73,22.7,204.1,110.7,9,509.51
4526.3,37.0,12.29,46.16,4.63,92.1,450.7,106.2,8,36.52
1336.9,65.9,23.93,26.12,9.3,87.7,230.3,90.0,1,47.82
1954.7,37.0,15.56,28.44,5.2,65.7,203.2,107.0,2,42.88
3144.4,22.0,17.63,54.57,6.19,80.8,223.1,22.5,10,182.14
3731.3,25.2,14.8,55.81,6.57,97.2,378.8,93.3,2,20.09
2492.0,113.0,13.86,23.31,5.69,61.2,440.5,116.2,7,54.59
1203.3,27.3,27.61,54.96,9.92,32.0,515.4,15.4,10,297.88
968.7,27.3,33.61,49.14,14.45,67.5,207.9,34.5,2,227.15
4998.9,65.1,16.92,51.03,7.0,92.3,427.3,97.3,1,8.91
2549.1,44.5,31.13,51.67,14.63,72.1,498.2,67.2,9,216.78
4426.4,116.3,25.72,40.29,10.35,12.4,290.6,19.5,10,250.09
2670.7,111.1,24.89,57.88,9.5,92.5,185.9,39.5,6,239.49
4650.6,60.5,6.01,28.01,4.32,77.8,220.2,45.6,3,19.05
894.9,64.9,3.12,40.2,1.88,46.2,191.2,45.3,1,5.21
1013.1,57.5,27.47,32.74,12.93,98.9,549.2,106.5,10,295.65
4683.3,23.8,25.15,52.9,9.04,75.0,319.5,82.8,8,158.75
4763.7,49.3,11.91,23.31,6.8,84.3,385.5,90.8,9,73.26
1916.2,32.3,30.21,37.35,12.37,94.9,495.9,11.5,8,227.74
2098.2,30.2,16.45,50.94,5.35,13.6,317.2,57.0,5,67.91
2536.0,76.1,30.1,32.49,11.97,79.7,442.1,45.0,5,140.41
2372.7,29.9,13.54,29.62,5.59,44.8,184.5,103.7,4,78.81
1355.2,30.3,34.99,30.5,13.89,88.2,366.4,114.9,8,481.54
4542.7,68.1,16.04,48.54,4.75,89.1,193.4,56.6,2,26.58
1639.9,64.2,8.41,31.47,2.93,84.6,261.7,117.0,1,8.02
3673.7,33.8,20.06,36.11,10.77,80.1,282.0,11.6,10,257.29
802.2,20.4,12.99,41.83,3.28,81.5,472.9,45.8,4,30.35
674.4,39.3,36.07,57.63,14.29,36.7,453.3,95.2,1,62.24
3441.8,43.6,25.31,51.77,10.18,46.6,486.2,49.6,7,111.87
2025.6,100.0,5.79,27.41,4.23,20.4,177.8,111.3,4,39.69
3449.6,111.5,10.13,55.32,3.92,84.8,597.3,34.0,3,9.4
923.1,60.6,31.42,53.79,13.93,68.1,174.5,97.5,5,619.9
4774.3,60.5,20.22,49.81,9.51,65.1,521.6,32.2,5,52.06
3868.3,91.2,32.67,40.68,13.51,32.1,483.1,31.7,7,161.85
4443.2,82.7,6.24,22.79,2.54,65.4,416.3,59.0,10,20.74
1114.1,38.4,32.69,48.46,13.96,50.9,347.5,113.9,9,547.46
1940.7,30.8,23.26,40.73,8.28,99.6,490.7,74.4,9,139.27
2157.5,63.8,26.59,32.39,10.36,87.7,482.9,79.9,5,102.45
2917.3,76.5,14.82,20.4,6.22,57.3,211.7,11.1,6,90.74
1835.9,33.9,4.34,29.24,1.83,82.8,506.7,16.2,2,3.14
772.8,49.3,33.78,44.23,14.41,24.8,185.4,17.4,6,796.05
2160.0,50.6,35.58,24.49,14.92,19.1,375.2,100.2,7,343.75
1645.5,46.1,17.79,46.22,6.1,66.8,440.3,36.1,9,120.49
2236.6,66.1,31.56,52.79,14.21,75.4,519.8,46.2,1,26.43
1386.3,85.3,14.08,32.73,3.35,14.8,358.4,77.1,9,82.55
1678.5,70.9,11.04,23.28,3.17,28.1,256.6,74.2,6,53.56
3321.3,40.1,1.0,25.59,2.02,58.4,370.8,55.2,1,3.0
2246.7,30.3,17.15,34.32,6.48,15.7,262.6,10.5,10,175.94
2054.2,102.2,9.11,52.54,1.73,48.2,387.9,59.5,5,13.66
2902.6,67.9,18.17,45.37,6.53,53.4,358.1,91.3,5,64.3
3973.4,26.2,7.52,54.72,2.94,93.0,501.2,35.9,2,4.66
2204.9,45.8,27.64,59.78,11.23,38.4,258.0,87.9,1,47.49
3143.8,100.4,31.67,28.1,12.67,25.2,240.0,11.7,1,43.7
4847.9,95.2,28.76,47.79,10.63,10.7,363.4,109.9,3,66.77
2848.9,107.6,6.51,38.66,3.81,20.9,172.7,114.5,3,25.97
4594.1,80.2,27.18,39.74,11.74,77.6,253.2,10.3,5,153.28
4071.5,62.3,17.25,33.02,4.49,50.0,309.2,60.4,7,61.25
764.2,62.7,28.85,33.7,11.63,27.9,369.4,55.5,10,594.6
2430.9,39.4,27.15,47.05,8.94,94.0,271.2,102.6,8,276.53
3642.4,85.1,25.06,44.83,6.13,80.9,402.3,69.5,5,61.53
4940.2,78.5,5.51,32.74,2.17,20.3,545.3,77.3,10,10.29
2562.7,35.5,27.35,24.74,12.59,34.2,394.7,32.3,6,157.92
917.5,108.6,33.76,43.13,14.16,86.4,279.1,18.5,5,432.42
3029.0,56.8,29.04,49.58,10.32,72.3,177.9,86.2,3,159.17
1069.5,25.0,39.07,42.34,14.5,95.1,211.5,78.3,5,589.37
3881.8,52.8,41.19,20.15,14.08,16.9,402.5,101.6,1,29.55
2784.5,107.0,10.46,31.29,3.72,79.8,457.7,102.9,2,8.71
3755.4,111.7,29.31,51.14,11.24,16.9,172.4,79.4,10,503.81
4412.1,69.0,13.41,49.7,5.89,40.3,233.5,69.2,2,24.98
3330.3,115.6,12.48,20.42,7.83,77.6,293.6,110.5,6,93.16
3256.0,107.5,9.24,38.81,3.2,74.0,293.9,98.1,2,10.68
3895.6,102.5,32.23,37.49,14.65,10.2,581.3,107.1,7,117.01
4291.0,106.0,29.61,46.09,11.17,28.2,241.7,119.5,10,365.83
4410.7,58.2,7.25,25.0,4.74,80.1,178.1,54.4,5,42.91
663.9,95.6,14.04,44.86,6.2,21.4,308.9,88.9,2,56.02
3002.9,77.7,18.71,57.88,6.91,39.4,210.5,85.7,1,22.87
1473.2,92.0,29.49,34.87,11.47,26.6,207.0,29.2,8,574.05
4371.6,37.8,33.97,33.49,13.96,20.0,333.4,80.0,2,73.44
3417.8,93.1,20.25,21.13,5.5,85.3,287.9,57.1,4,55.66
2391.0,115.8,24.22,22.3,7.62,15.5,191.3,59.6,9,316.39
1346.5,50.3,21.35,57.26,9.3,58.2,421.9,29.8,6,163.25
2025.6,118.6,21.79,59.02,6.51,72.3,375.8,91.9,9,148.89
3667.0,57.8,25.82,20.23,8.06,15.2,184.7,86.8,9,300.47
1419.6,40.0,7.33,56.03,2.48,67.0,538.2,68.6,7,19.61
921.1,31.2,9.84,26.96,3.35,40.1,278.1,27.2,10,111.9
4496.1,98.5,17.06,42.45,6.62,85.0,582.6,71.3,1,5.58
3938.9,75.5,31.83,47.13,13.81,81.8,569.2,21.0,3,64.12
1399.1,50.7,13.91,34.36,5.89,81.5,345.3,47.3,3,48.88
1815.4,80.8,16.3,41.16,4.5,45.9,252.9,51.0,10,153.9
4874.3,53.2,29.53,45.1,11.4,84.0,525.7,107.2,7,92.85
3686.8,64.8,33.2,27.76,14.29,66.7,312.6,55.7,3,122.47
3247.3,106.3,16.31,59.77,7.43,44.1,223.6,75.8,3,62.82
1884.3,86.8,2.3,28.16,1.12,17.3,398.2,106.2,9,8.28
1846.1,96.2,25.97,20.41,10.63,16.0,370.2,56.8,9,272.41
677.9,78.3,20.4,57.77,6.81,32.6,532.5,107.2,1,16.77
3778.2,119.1,23.41,37.17,10.43,37.0,478.2,25.0,4,62.55
694.3,44.1,15.95,35.94,4.89,93.5,544.3,50.1,6,61.84
521.9,46.2,4.97,31.03,1.03,100.0,480.6,20.4,3,6.13
3782.7,29.3,15.82,21.03,5.82,22.9,439.0,71.7,8,59.88
4769.9,75.4,30.07,30.58,10.87,94.8,375.1,115.3,8,181.98
3904.3,81.3,19.49,35.73,6.5,73.6,594.4,82.3,9,48.93
2622.4,92.6,7.14,40.81,4.07,54.9,581.6,78.9,8,20.88
2687.2,53.5,15.99,38.31,7.5,95.9,532.0,40.6,9,79.12
2462.6,21.2,27.84,55.16,11.53,74.2,498.9,112.4,4,79.43
1960.9,83.2,9.21,56.45,2.67,63.4,409.9,61.9,3,12.24
2847.7,119.9,30.67,32.69,10.68,28.9,266.9,39.4,4,160.48
2440.2,49.5,25.98,58.38,10.34,32.0,543.9,118.6,9,133.22
3191.8,38.4,21.35,54.6,6.19,92.0,154.9,56.5,7,201.4
4541.5,48.2,33.42,57.11,14.58,29.4,252.3,50.9,4,189.36
4977.5,62.5,31.5,48.25,13.53,12.9,331.7,13.8,8,230.96
854.3,45.1,13.56,27.93,5.43,34.0,413.8,29.6,3,43.88
2231.1,54.7,2.85,27.81,1.44,53.3,402.4,99.0,3,3.56
1313.2,83.8,17.71,56.35,5.32,44.4,229.1,63.1,1,23.64
2084.5,54.5,2.58,40.28,3.87,94.2,197.2,115.0,10,64.31
1793.6,59.6,20.41,55.62,8.66,47.7,250.0,19.2,3,102.32
1285.4,24.0,37.33,48.82,13.86,90.0,306.9,77.8,8,617.33
3938.3,111.8,31.39,28.5,13.18,63.5,156.3,89.2,2,118.25
2733.3,60.7,17.37,35.39,5.28,57.2,461.6,78.3,1,8.19
4636.6,52.8,24.69,58.71,7.0,24.4,261.5,68.3,7,131.92
646.7,28.6,5.72,20.78,1.51,34.4,308.1,73.6,1,4.28
801.4,83.4,25.33,48.58,8.62,88.0,300.7,85.9,2,97.09
2314.7,106.4,13.6,59.15,1.89,80.2,380.3,105.0,4,14.4
861.2,24.1,35.73,24.17,14.14,50.3,536.9,47.0,6,257.0
1682.3,34.5,32.07,30.88,13.14,91.8,217.2,60.6,1,77.17
4937.1,34.6,13.9,41.88,4.0,83.7,303.3,80.0,2,14.39
1440.3,80.2,30.37,53.75,10.79,20.1,461.4,44.6,4,126.6
1391.5,112.1,22.47,40.26,8.95,64.5,169.9,29.7,8,423.15
3081.4,63.8,28.65,22.38,12.22,81.9,523.5,116.3,1,17.69
2741.0,54.4,24.77,25.09,7.66,82.8,582.8,31.4,3,31.02
3112.0,96.6,9.66,35.04,3.68,18.2,423.4,35.6,2,8.73
2195.3,94.3,28.48,32.9,9.96,30.2,580.4,78.1,4,52.8
4220.4,44.7,7.67,28.79,2.12,47.2,335.9,18.5,3,7.7
1123.6,36.1,28.6,53.61,9.18,32.6,336.8,13.7,7,295.7
2427.8,55.8,8.6,21.08,3.98,19.8,197.8,17.0,1,9.58
3603.9,97.6,23.8,53.17,10.59,66.6,166.0,23.6,10,377.27
4407.1,89.5,33.53,56.87,12.59,55.7,260.0,57.2,3,119.84
2163.1,86.6,4.44,45.2,2.53,23.9,365.2,101.2,10,31.37
3054.9,102.9,17.54,45.01,6.6,62.8,378.5,47.6,8,103.32
811.1,47.7,32.56,25.96,11.27,15.6,247.9,57.0,4,340.27
1266.4,54.0,4.22,42.73,3.29,44.5,425.8,76.0,4,17.56
811.1,24.2,23.75,35.01,8.93,81.3,231.5,43.2,10,680.43
3775.5,106.9,29.57,29.16,10.41,90.1,296.8,57.6,10,288.69
1796.3,78.2,15.65,43.33,5.97,32.1,238.1,52.5,7,149.49
3756.9,49.8,28.31,20.05,12.65,87.4,463.5,47.6,1,21.64
798.8,26.9,19.96,31.06,8.15,90.3,382.5,52.7,10,299.33
4381.5,92.3,21.97,46.24,9.78,64.6,481.2,11.2,5,73.9
4259.9,94.9,9.04,38.2,2.97,98.4,175.8,107.5,1,6.8
900.2,86.6,4.22,25.83,1.32,32.2,341.4,117.5,9,23.11
606.9,40.4,4.39,20.05,1.71,16.2,585.1,104.9,1,3.0
753.3,111.3,34.8,30.82,13.65,85.9,174.1,10.6,4,472.67
4341.3,95.3,37.46,41.96,13.36,54.2,338.3,92.6,1,31.41
1556.2,85.8,31.29,41.38,12.31,41.2,168.2,73.0,5,468.32
2967.2,85.1,14.76,25.24,3.79,15.0,216.0,20.4,9,98.5
2418.1,110.4,25.96,44.55,8.36,15.8,358.1,112.6,2,46.98
4079.9,112.8,28.18,59.96,12.15,18.2,220.9,95.4,2,86.47
2700.0,79.6,26.85,43.39,10.45,26.5,383.4,26.0,10,227.13
2753.0,61.7,6.74,41.11,2.62,97.3,565.2,116.0,2,3.21
4950.9,56.4,28.69,44.91,13.54,35.3,240.2,23.9,2,74.88
1175.6,101.9,10.54,55.19,3.25,83.5,198.2,60.0,6,77.97
4238.2,84.5,6.68,57.84,3.41,11.7,521.4,27.5,3,6.4
732.9,27.7,34.77,21.64,13.61,39.0,357.1,26.5,10,746.6
2649.4,34.2,15.24,28.2,7.78,91.6,547.2,116.5,2,16.19
4488.5,110.0,16.82,24.63,6.22,26.7,287.8,72.9,6,76.23
3493.5,108.4,17.42,50.89,8.75,35.6,432.4,38.5,10,136.76
3583.5,115.2,37.92,21.82,14.74,84.4,565.5,95.4,8,173.93
1684.9,62.8,6.97,56.11,2.67,20.9,227.3,106.3,1,7.35
2383.6,98.4,27.2,20.82,11.6,14.8,510.3,110.9,2,38.19
2149.6,102.8,18.44,44.1,5.68,96.9,434.2,112.6,2,23.16
2846.5,51.6,7.1,31.02,2.64,46.4,515.8,109.6,10,18.53
2580.0,34.5,18.22,38.82,6.91,69.2,226.8,80.3,3,64.05
1971.0,119.7,21.37,37.68,8.68,21.4,345.3,47.7,1,23.67
1874.7,23.0,12.45,49.96,3.88,29.8,208.0,111.8,4,58.2
1628.8,79.7,20.48,39.87,6.67,51.4,582.0,23.5,3,34.9
2142.7,85.0,27.28,36.85,9.9,70.8,178.2,28.6,2,94.78
1174.7,88.2,21.46,49.21,9.07,36.4,179.5,57.7,5,280.19
4424.5,45.6,31.21,57.03,11.12,89.6,554.2,41.2,10,131.09
3209.5,92.2,28.48,51.76,12.71,80.3,285.3,77.7,3,113.2
1102.0,41.6,15.25,49.47,6.73,59.6,418.7,109.6,10,181.69
3622.4,102.9,17.54,39.51,6.92,51.3,279.4,64.0,7,114.21
4314.5,41.9,23.43,56.01,7.95,65.8,441.9,70.9,4,50.84
1568.9,89.7,19.03,39.45,8.93,75.8,236.6,56.5,7,257.5
1177.7,98.3,10.46,57.21,2.52,22.1,356.5,87.8,4,25.67
538.8,38.9,14.2,52.12,5.38,86.7,390.1,21.1,3,64.47
712.6,43.8,8.53,26.01,3.41,54.0,300.1,15.3,3,35.73
3930.1,97.9,20.02,21.88,6.4,94.2,263.3,80.5,1,16.77
4942.3,28.6,33.23,49.63,14.63,96.0,213.1,68.8,7,376.71
702.0,39.1,29.92,47.43,9.16,12.8,467.8,54.8,1,36.17
3866.3,65.6,17.6,44.08,7.01,44.6,225.7,46.7,2,35.92
823.4,113.0,22.97,59.05,8.92,57.4,281.5,15.7,1,49.68
3164.6,76.2,30.47,41.82,10.37,58.6,301.6,84.9,1,32.22
3902.3,58.8,18.83,33.92,7.09,84.0,354.5,56.4,10,125.98
2116.4,117.8,22.28,42.6,7.27,22.7,466.2,59.0,1,14.36
549.2,66.4,21.03,21.14,10.82,66.0,342.6,108.3,7,429.42
3178.4,63.4,4.93,43.17,1.85,94.8,542.0,91.1,4,4.02
4960.6,61.2,22.88,56.1,8.56,99.7,455.9,34.1,2,22.82
1659.3,51.2,25.17,20.17,8.66,10.9,527.3,82.3,3,44.43
1352.7,52.6,30.98,53.81,11.59,97.5,472.4,24.5,1,31.4
1057.7,88.8,37.97,52.08,14.76,21.0,216.9,31.3,4,444.21
2998.7,24.1,33.11,24.24,12.14,58.3,590.1,88.6,9,143.87
3184.0,88.2,21.95,53.87,8.05,32.2,504.0,23.8,7,83.15
4065.2,40.1,3.33,50.54,3.37,64.6,407.7,40.8,9,21.11
3888.8,58.4,27.57,39.64,9.24,13.3,224.4,108.8,7,224.74
4516.4,34.7,28.65,29.81,12.68,31.4,227.7,91.2,10,410.71
4126.0,75.3,35.26,31.52,14.05,37.1,426.4,112.2,2,53.11
1612.7,92.9,31.42,44.49,12.55,92.4,337.3,107.0,2,103.72
3001.4,55.5,10.53,29.85,3.65,62.5,454.1,44.4,5,20.24
1838.4,36.3,23.93,33.01,10.98,73.7,317.6,79.6,6,224.9
1984.0,42.7,26.82,57.23,13.32,70.8,380.8,51.7,8,295.17
4693.7,101.8,23.22,49.17,10.53,45.3,234.6,86.7,2,57.71
3568.5,46.8,28.86,49.44,10.6,11.3,219.8,48.3,2,78.36
4885.7,97.5,16.07,58.24,8.0,19.6,184.0,10.1,8,148.5
2376.1,53.1,22.17,20.23,9.92,51.3,518.8,20.3,6,108.97
2918.5,38.9,15.03,29.78,5.12,94.7,399.9,94.8,5,41.81
2692.0,92.7,4.08,46.32,2.24,32.4,576.2,19.2,3,4.34
982.8,66.9,29.32,37.53,12.59,72.8,487.3,75.9,7,262.67
1565.2,23.1,34.91,24.51,14.2,84.4,495.9,104.4,9,334.43
2874.4,116.0,32.74,51.25,13.0,91.6,379.1,91.5,1,33.4
803.2,34.8,11.91,21.88,5.67,36.4,517.0,55.5,1,10.89
4691.6,55.3,7.73,41.75,2.31,93.8,573.9,32.9,8,11.5
1057.3,58.5,14.52,42.5,4.92,64.7,474.8,111.5,9,89.72
1390.9,68.9,27.62,45.44,12.8,55.8,197.5,72.3,3,250.6
3943.9,98.5,26.06,32.63,10.18,80.1,443.0,54.6,8,148.71
936.2,20.6,33.28,20.94,14.53,31.5,204.2,113.6,9,1050.12
4551.3,113.2,15.71,55.56,5.8,83.1,184.8,33.7,2,32.78
3765.7,84.6,24.23,57.17,8.72,68.5,461.8,58.7,2,25.76
808.8,115.1,29.21,39.28,12.06,81.9,525.7,22.0,2,85.99
3613.3,101.7,14.57,20.83,4.28,87.0,221.5,23.7,8,87.32
3342.3,112.8,37.72,43.23,14.5,65.6,183.4,53.8,8,591.38
3908.1,80.1,26.1,32.64,9.29,13.3,548.9,87.0,2,20.85
4226.9,55.7,5.76,27.3,1.11,36.8,209.5,47.3,2,3.43
3732.6,64.3,8.41,26.76,1.35,89.0,165.8,85.9,7,21.98
3137.8,85.8,33.86,27.17,13.35,66.4,474.5,98.6,9,220.3
1951.1,62.7,20.08,33.23,10.03,90.1,531.5,106.5,8,116.89
3637.7,93.2,26.49,31.22,11.68,44.6,381.5,14.9,2,50.4
4806.4,29.2,28.91,53.46,11.98,55.4,393.0,95.1,4,80.5
3143.8,103.0,17.58,39.81,6.89,87.6,301.6,26.2,1,15.95
3489.6,40.4,31.09,37.11,12.18,78.6,257.3,86.8,3,135.9
2467.1,114.4,32.07,25.83,14.13,44.0,489.9,50.9,6,177.16
3902.5,35.6,15.87,55.04,3.41,12.0,532.2,87.9,4,12.73
4989.5,32.9,28.6,22.19,11.7,89.2,294.6,33.5,7,222.65
1221.8,101.2,14.19,29.58,5.31,80.8,273.2,80.9,3,58.41
1410.8,101.9,12.64,44.86,5.5,50.4,270.5,23.8,6,104.83
2927.5,93.9,14.58,48.09,6.78,59.2,172.8,28.7,7,142.08
2666.2,116.1,31.73,52.05,13.09,28.4,276.5,77.6,2,96.91
3072.1,47.1,5.09,36.41,1.31,47.1,161.5,47.0,1,3.0
720.8,102.7,18.01,33.87,7.07,24.7,504.8,87.4,4,70.33
2319.2,55.2,31.16,31.54,10.52,29.0,265.2,85.4,1,40.62
3123.4,73.7,7.48,42.72,2.55,86.2,460.6,78.4,2,4.85
3133.4,64.6,29.55,33.95,12.09,42.6,394.4,90.4,3,83.35
3458.0,20.6,37.08,33.12,14.19,83.3,526.9,97.3,4,90.46
3741.0,77.4,6.71,20.68,2.27,52.7,582.2,110.3,3,3.46
3387.0,94.8,10.84,57.93,3.14,16.4,315.3,18.9,1,4.99
4056.1,37.5,31.83,22.42,14.64,42.5,189.8,72.9,2,119.26
3311.4,113.2,6.86,30.83,3.77,24.2,487.3,92.4,9,26.87
2918.8,73.0,7.21,56.86,2.11,72.4,159.6,33.9,8,40.39
3227.9,37.8,34.27,49.41,14.33,92.0,250.3,39.0,5,276.45
955.4,84.6,30.62,43.13,13.5,78.7,174.0,39.4,1,110.28
1729.2,39.2,25.78,46.43,10.18,80.1,554.2,73.0,4,70.17
2873.3,26.4,22.68,23.88,8.72,87.6,152.4,50.3,10,398.19
4428.4,88.5,31.77,52.35,13.87,79.9,371.7,83.3,9,255.84
3555.7,31.1,23.85,30.0,10.18,61.2,340.8,77.1,8,187.01
906.8,30.6,26.15,58.25,10.22,74.3,443.7,82.3,3,100.52
3165.2,94.0,28.4,29.25,12.81,47.4,280.4,37.8,5,208.88
1497.8,25.5,23.52,45.01,10.15,16.4,543.2,94.4,1,18.6
3803.1,101.0,22.12,41.81,8.05,73.5,480.5,83.0,9,98.65
4223.5,99.6,16.78,25.72,6.46,74.9,344.5,24.4,2,20.48
3170.6,34.1,19.07,34.52,8.04,30.1,311.1,32.0,7,125.76
3161.1,71.8,18.41,51.25,8.31,95.9,517.1,43.1,3,30.34
2023.7,29.7,12.88,28.5,6.05,14.7,490.7,113.0,6,46.24
2508.1,83.3,18.33,58.51,7.27,76.2,329.6,45.9,9,156.74
4388.5,26.3,36.2,31.82,12.23,97.2,303.6,12.2,4,140.22
3754.9,114.4,19.41,45.07,6.83,37.8,167.5,25.6,1,23.38
2838.9,40.8,1.12,44.75,1.36,92.1,186.8,13.5,7,7.62
2157.0,88.3,15.53,38.83,4.96,84.4,174.3,54.3,6,125.05
726.7,32.8,9.49,46.21,4.24,77.0,161.0,97.7,2,51.09
1143.5,41.0,29.84,49.74,12.11,95.8,218.8,59.5,1,81.35
1368.6,65.1,17.0,44.76,7.29,68.9,535.7,102.3,6,73.76
2180.2,77.3,19.39,42.4,4.92,54.5,509.2,15.2,7,59.53
4748.6,119.9,27.0,44.27,12.35,70.8,530.5,61.7,2,28.32
2773.2,22.6,5.86,36.08,1.27,47.1,430.7,96.6,6,6.79
1556.8,20.0,7.85,22.83,3.44,39.2,430.8,84.2,5,23.84
975.9,55.0,33.14,26.39,12.58,17.4,205.8,103.8,2,192.05
2022.4,56.6,22.91,44.27,8.71,44.0,464.5,40.1,7,118.77
4170.8,108.4,32.98,57.09,11.83,82.3,276.0,65.1,7,255.29
2225.0,111.3,33.44,21.03,12.73,95.1,383.7,84.5,2,74.08
3976.3,108.1,32.55,41.76,14.19,97.8,579.6,28.5,7,132.68
4112.2,34.3,15.09,30.08,1.89,28.6,541.8,99.7,3,4.74
998.7,61.2,31.7,42.47,12.19,61.4,254.9,44.3,6,516.91
3239.0,94.6,25.47,49.99,10.92,61.8,481.5,20.3,9,160.94
4815.9,51.3,11.58,49.42,3.9,25.8,196.8,94.2,10,82.0
2309.6,86.3,36.19,49.0,14.04,62.3,162.0,87.6,3,259.88
729.2,43.7,19.09,51.16,6.66,42.6,162.7,107.2,4,221.85
4654.9,52.3,34.37,22.9,13.43,94.8,226.6,108.1,1,48.97
4476.5,106.0,26.68,40.38,9.47,33.0,462.7,40.6,10,145.75
2849.6,45.1,23.87,30.47,8.37,85.1,313.5,80.5,4,98.09
